Id,Category,Paper Title
743,Probabilistic_Methods,"[XJ96]  L. Xu and M.I. Jordan.   On convergence properties of the em algorithm for gaussian mixtures.   Neural Computation,   8   129-151,   1996.   14 "
745,Probabilistic_Methods,"[9]  Peter Yianilos.   Metric learning via normal mixtures.   Technical report,   NEC Research Institute,   1995.   6 "
747,Probabilistic_Methods,"[WK92]  S. Wrobel and J.-U. Kietz.   Controlling the complexity of learning in logic through syntactic and task-oriented models.   In S. Muggleton, editor,   Inductive Logic Programming,   London, 1992.   Academic Press. "
748,Probabilistic_Methods,"[NUPRL 1986]  R.L. Constable et.al.,   Implementing Mathematics with the Nuprl Proof Development System,   Prentice-Hall. "
749,Probabilistic_Methods,"[Krose, Eecen(94)]  B.J.A. Krose, M.Eecen,   ""A self-organizing representation of sensor space for mobile robot navigation"",   Proceedings of the 1994 IEEE IEEE/RSJ International Conference on intelligent Robots and Systems,   Munich, Germany,   1994,   pp. 9-14. "
750,Probabilistic_Methods,"[ABC + 95]  Anant Agarwal, Ricardo Bianchini, David Chaiken, Kirk Johnson, David Kranz, John Kubiatowicz, Beng-Hong Lim, Ken Mackenzie, and Donald Yeung.   The MIT Alewife machine: Architecture and performance.   In Proc. 22nd Annual International Symposium on Computer Architecture,   June   1995. "
775,Probabilistic_Methods,"[Woo et al. 95]  Woo, S. C., Ohara, M., Torrie, E., Singh, J. P., and Gupta, A.   The SPLASH-2 programs: Characterization and methodological considerations.   In Proceedings of the 22nd Annual International Symposium on Computer Architecture,   pages 2436,   1995. "
778,Probabilistic_Methods,"[9]  C. Knoblock.   Generating parallel execution plans with a partial-order planner.   In Proc. 2nd Intl. Conf. on A.I. Planning Systems,   pages 98-103,   June   1994. "
779,Probabilistic_Methods,"[Reiter96]  Raymond Reiter,   ""Natural actions, concurrency and continuous time in the situation calculus"",   Principles of Knowledge Representation and Rea 55 soning: Proceedings of the Fifth International Conference (KR\'96),   Cam--bridge, Massachusetts, U.S.A.,   November   1996. "
781,Probabilistic_Methods,"[17]  A. Francis and A. Ram,   Computational Models of the Utility Problem and their Application to a Utility Analysis of Case-Based Reasoning,   in: Proceedings of the ML-93 Workshop on Knowledge Compilation and Speedup Learning Amherst,   MA,   (1993). "
783,Probabilistic_Methods,"[Michalski and Tecuci, 1992]  Ryszard S. Michalski and Gheorghe D. Tecuci, editors.   Machine Learning: A Multistrategy Approach,   Vol. IV.   Morgan Kaufmann,   San Mateo, CA,   1992. "
787,Probabilistic_Methods,"[L]  W. Lawton,   Tight frames of compactly supported affine wavelets,   J. Math. Phys.   31 (1990),   1898-1901. "
796,Probabilistic_Methods,"[BP]  M. Bellare and E. Petrank.   Making Zero-Knowledge Provers Efficient.   Proceedings of the Twenty Fourth Annual Symposium on the Theory of Computing, ACM,   1992. "
798,Probabilistic_Methods,[BR]  M. Bellare and P. Rogaway.   Entity authentica-tion and key distribution.   Crypto 93. 
799,Probabilistic_Methods,"[CM97]  Christian Cachin and Ueli Maurer,   Unconditional security against memory-bounded adversaries,   Advances in Cryptology: CRYPTO \'97 (Burt Kaliski,   ed.),   Lecture Notes in Computer Science,   vol. 1294,   Springer-Verlag,   1997,   pp. 292-306. "
801,Probabilistic_Methods,"[8]  S. Even, O. Goldreich, S. Micali.   On-Line/Off-Line Digital Signatures.   J. of Cryptology,   9(1)   35-67,   1996. "
802,Probabilistic_Methods,"[GJKRa]  Rosario Gennaro, Stas Jarecki, Hugo Krawczyk, and Tal Rabin.   Robust threshold DSS signatures.   To appear in EUROCRYPT 1996. "
804,Probabilistic_Methods,"[G]  Goldreich O.,   ""Two remarks Concerning the GMR Signature Scheme"" MIT Tech.   Report 715,   1986. "
806,Probabilistic_Methods,"[HJJKY]  A. Herzberg, M. Jakonsson, S. Jarecki, H. Krawczyk and M. Yung,   ""Proactive Public-Key and Signature Systems"",   manusript. "
807,Probabilistic_Methods,"[NR96]  M. Naor, O. Reingold,   ""On the construction of pseudo-random permutations: Luby-Rackoff revisited.,""   preliminary version, http://www.wisdom.weizmann.ac.il/Papers/trs/CS96-10/abstract.html "
808,Probabilistic_Methods,"[Ostrovsky and Wigderson, 1993]  R. Ostrovsky and A. Wigderson.   One-Way Functions are Essential for Non-Trivial Zero-Knowledge.   In Proc. of 34th IEEE Symp. on Foundations of Computer Science,   pages 3-17,   1993. "
809,Probabilistic_Methods,"[150]  B. Pfitzmann and M. Waidner.   Properties of Payment Systems: General Definition Sketch and Classification.   IBM Research Report RZ2823 (#90126), IBM Research Division,   Zurich,   May   1996. "
814,Probabilistic_Methods,"[SV97]  Amit Sahai and Salil Vadhan.   A complete promise problem for statistical zero-knowledge.   In Proceedings of the Thirty Eighth Annual Symposium on Foundations of Computer Science,   pages 448-457,   1997. "
815,Probabilistic_Methods,"[Yao86]  Andrew C.-C. Yao,   How to generate and exchange secrets,   Proc. 27th IEEE Symposium on Foundations of Computer Science (FOCS),   1986,   pp. 162-167. "
816,Probabilistic_Methods,"[25]  J. Ross Beveridge and Mark R. Stevens.   CAD-based Target Identification in Range, IR and Color Imagery Using On-Line Rendering and Feature Prediction.   Technical report,   Computer Science, Colorado State University,   1996.   Submitted to special issue on CAD-based vision. "
819,Probabilistic_Methods,"[7]  J. Ross Beveridge, Mark R. Stevens, Zhongfei Zhang, and Mike Goss.   Approximate Image Mappings Between Nearly Boresight Aligned Optical and Range Sensors.   Technical Report CS-96-112,   Computer Science, Colorado State University,   Fort Collins, CO,   April   1996. "
821,Probabilistic_Methods,"[Gre96]  Russell Greiner.   PALO: A probabilistic hill climbing algorithm.   Artificial Intelligence,   83(1-2),   July   1996. "
825,Case_Based,"[63]  S. C. Zhu, T. S. Lee, and A. L. Yuille.   Region competition: Unifying snakes, region growing, energy/Bayes/MDL for multi-band image segmentation.   In Int. Conf. on Computer Vision,   pages 416-423,   Boston, MA,   1995.   55 "
826,Case_Based," Bartell, B.T., Cottrell G.W., and R.K.   Belew Learning the optimal parameters in a ranked retrieval system using multi-query relevance feedback.   In Proc. Symp. on Document Analysis and Information Retrieval,   Las Vegas,   April   1994. "
829,Case_Based,"[Moore and Schneider 96]  A. W. Moore and J. Schneider,   Memory-based Stochastic Optimization,   NIPS-95,   1995. "
832,Case_Based,"[BLO94]  Guruduth Banavar, Gary Lindstrom, and Douglas Orr.   Type-safe composition of object modules.   In Proc. International Conference on Computer Systems and Education,   Bangalore, India,   June 22-25,   1994.   Also available as Technical Report UUCS-94-001. "
841,Case_Based,"[Tun92]  Sho-Huang Simon Tung.   Interactive modular programming in scheme.   In 1992 ACM Conference on Lisp and Functional Programming,   pages 86-95,   1992. "
843,Case_Based,"[LA92]  L. Lamport and M. Abadi.   An old-fashioned recipe for real time.   In J.W. de Bakker, K. Huizing, W.-P. de Roever, and G. Rozenberg, editors,   Real Time:   Theory in Practice, Lecture Notes in Computer Science 600,   pages 1-27.   Springer-Verlag,   1992. "
844,Case_Based,"[Agg94]  S. Aggrawal.   Time optimal self-stabilizing spanning tree algorithms.   Technical Report MIT/LCS/TR-632,   Massachusetts Institute of Technology,   May   1994. "
845,Case_Based,"[HH95]  T. A. Henzinger and P.-H. Ho.   Algorithmic analysis of nonlinear hybrid systems.   In P. Wolper, editor,   Computer Aided Verification, 7th International Conference, CAV\'95 Proceedings,   pages 225238,   Liege, Belgium, July 1995.   Springer-Verlag. "
849,Case_Based,"[ST92]  Vivek Sarkar and Radhika Thekkath.   A general framework for iteration-reordering loop transformations.   In ACM SIGPLAN\'92 Conference on Programming Language Design and Implementation,   pages 175-187,   San Francisco, California,   Jun   1992. "
850,Case_Based,"[Wolf91]  Wolf, M. and Lam, M.,   ``A Loop Transformation Theory and an Algorithm to Maximize Parallelism\'\',   IEEE Trans. on Par. and Dist. Sys., Vol.2,   No.4,   October   1991,   pp. 452-471. "
851,Case_Based,"[Young et al. 87]  Young, M., Tevanian, A., Rashid, R., Golub, D., Eppinger, J., Chew, J., Bolosky, W., Black, D., Baron, R..   The Duality of Memory and Communication in the Implementation of a Multiprocessor Operating System.   In Proceedings of the Eleventh ACM Symposium on Operating Systems Principles,   pages 6376,   November   1987. "
853,Case_Based,"[Su 1993b]  S. Y. W. Su and H. Lam, et al., ""OSAM*.KBMS:   An Object-Oriented Knowledge-Base Management System for Supporting Advanced Applications,""   Proc. of the 1993 ACM SIGMOD Int\'l Conf. on Management of Data,   pp. 540-541,   1993. "
856,Case_Based,"[McAllister and Rosenblitt 1991]  David McAllister and David Rosenblitt.   Systematic nonlinear planning.   In Proceedings of the National Conference on Artificial Intelligence,   pages 634-639,   1991. "
858,Case_Based,"[7]  E. Malavasi, D. Pandini and V. Liberali,   Optimum Stacked Layout for Analog CMOS ICs,   in Proc. IEEE Custom Integrated Circuits Conference,   pp. 1711-1714,   May   1993. "
863,Case_Based,"[GJP95]  Federico Girosi, Michael Jones, and Tomaso Poggio.   Regularization thory and neural networks architectures.   Neural Computation,   7,   1995. "
864,Case_Based,"[Ram, 1990]  A. Ram.   Knowledge Goals: A Theory of Interestingness.   In Proceedings of the Twelvth Annual Conference of the Cognitive Science Society,   pages 206-214,   Cambridge, MA, July 1990.   Lawrence Erlbaum Associates. "
868,Case_Based,"[7]  L. Aupperle and P. Hanrahan,   Importance and discrete three point transport,   in Proceedings of the Fourth Eurographics Workshop on Rendering, (Paris, France),   pp. 8594,   June   1993. "
872,Case_Based,"[Sim94]  R. Simmons.   A robust layered control system for a mobile robot.   IEEE Journal of Robotics and Automation,   pages 34-43,   1994. "
876,Case_Based,"[Are]  Yigal Arens, Chin Chee, Chun-Nan Hsu, and Craig A. Knoblock.   Retrieving and integration data from multiple information sources.   To appear in International Journal on Intelligent and Cooperative Information Systems. "
877,Case_Based,"[Lesser, 1991]  Victor R.   Lesser A retrospective view of FA/C Distributed Problem Solving IEEE Transactions on Man,   Machine, and Cybernetics,   Vol. 21,   pages 1347-1363. "
880,Case_Based,"[ES94]  Greg Eisenhauer and Karsten Schwan.   Md a flexible framework for high-speed parallel molecular dynamics. In High Performance Computing,   Proceedings of the 1994 SCS Simulation Multiconference,   pages 70-75.   Society for Computer Simulation, Society for Computer Simulation,   April   1994. "
881,Case_Based,"[FGMSZ]  M. Furer, O. Goldreich, Y. Mansour, M. Sipser, and S. Zachos.   On completeness and soundness in interactive proof systems.   In S. Micali, editor,   Randomness and Computation, volume 5 of Advances in Computing Research,   pages 429-442.   JAI Press,   1989. "
882,Case_Based,"[11]  Alexander Russell and Ravi Sundaram.   Symmetric alternation captures BPP. Computational Complexity,   6,   1996. "
884,Case_Based,"[Zuc96]  David Zuckerman,   Simulating BPP using a general weak random source,   Algorithmica 16 (1996), 367-391, Preliminary version presented at 32nd FOCS (1991). 16 "
889,Case_Based,"[Beveridge and Riseman, 1995]  Beveridge, J. R. and Riseman, E. M.   (1995).   Optimal Geometric Model Matching Under Full 3D Perspective. Computer Vision and Image Understanding,   61(3):351 - 364. (short version in IEEE Second CAD-Based Vision Workshop). "
890,Case_Based,"[2]  Olac Fuentes, Rajesh P. N. Rao, and Michael Van Wie.   Hierarchical learning of reactive behaviors in an autonomous mobile robot using stochastic hillclimbing.   Submitted,   January   1995. "
900,Case_Based,"[GLRSW]  P. Gemmell, R. Lipton, R. Rubinfeld, M. Sudan, and A. Wigderson.   Self--Testing/Correcting for Polynomials and for Approximate Functions.   In 23th ACM Symposium on the Theory of Computing,   pages 32-42,   1991. "
901,Case_Based,"[GGR96]  O. Goldreich, S. Goldwasser, and D. Ron.   Property testing and its connection with learning and approximation.   In Proceedings of the 37th IEEE Symposium on Foundations of Computer Science,   1996. "
903,Case_Based,"[10]  O. Khatib, K. Yokoi, K. Chang, D. Ruspini, R. Holmberg, A. Casal, and A. Baader.   Force strategies for cooperative tasks in multiple mobile manipulation systems.   In Int. Symp. of Robotics Research,   1995. "
908,Case_Based,"[McM93]  K.L. McMillan.   Symbolic Model Checking: An Approach to the State-Explosion Problem.   Kluwer Academic Publishers,   1993. "
921,Rule_Learning,"[JJ91]  J.Baeten and J.Bergstra.   ""Real-Time Process Algebra"".   Formal Aspects of Computing,   3(2)   142-188,   1991. "
923,Rule_Learning,"[HNSY94]  Thomas A. Henzinger, Xavier Nicollin, Joseph Sifakis, and Sergio Yovine.   Symbolic model checking for real-time systems. Information and Computation,   111(1):193244,   1994. "
925,Rule_Learning,[Lam]  L. Lamport.   TLA Temporal Logic of Actions. The hypertext page on TLA:   www.research.digital.com/ SRC/ personal/ Leslie Lamport/ tla/ tla.html. 
927,Rule_Learning,"[SLL93a]  Jtrgen Stgaard-Andersen, Nancy Lynch, and Butler Lampson.   Correctness of at-most-once message delivery protocols. In Formal Description Techniques VI:   Proceedings of FORTE\'93,   pages 387-402,   Boston, MA,   October   1993. "
928,Rule_Learning,"[34]  V. Luchangco.   Using simulation techiniques to prove timing properties.   Master\'s thesis,   MIT Electrical Engineering and Computer Science,   1994. "
929,Rule_Learning,"[Barrett and Weld, 1992]  A. Barrett and D. Weld,   ""Partial Order Planning: Evaluating Possible Efficiency Gains,""   Technical Report 92-05-01,   Dept. of Computer Science and Engineering, University of Washigton,   July   1992. "
933,Rule_Learning,"[Pausch 92]  Randy Pausch, Matthew Conway, and Robert DeLine.   Lesson Learned from SUIT, the Simple User Interface Toolkit.   ACM Transactions on Information Systems 10(4)   320-344,   October,   1992.   UIMSs, Toolkits, Interface Builders - 40 - To appear in Handbook of UI Design "
939,Rule_Learning,"[Ram, 1992]  A. Ram.   Indexing, Elaboration and Refinement: Incremental Learning of Explanatory Cases.   Machine Learning,   1992.   To appear. Also available as Technical Report GIT-CC-92/03,   College of Computing, Georgia Institute of Technology,   Atlanta, GA.   28 "
948,Rule_Learning,"[Zil95]  Shlomo Zilberstein.   An anytime computation approach to information gathering.   In Working Notes of the AAAI Spring Symposium Series on Information Gathering from Distributed, Heterogeneous Environments,   Palo Alto, CA,   1995.   57 "
949,Rule_Learning,"[Quinlan86]  J. R. Quinlan,   ""Induction of Decision Trees,""   Machine Learning 1, 1 (1986),   pp. 81-106. "
952,Rule_Learning,"[Callahan & Kennedy 88]  D. Callahan and K. Kennedy.   Compiling programs for distributed-memory multiprocessors.   Journal of Supercomputing,   2   151-169,   1988. "
954,Rule_Learning,"[HKT91]  S. Hiranandani, K. Kennedy, and C. W. Tseng.   An overview of the fortran-D programming system.   In Proceedings of the Fourth Workshop on Languages and Compilers for Parallel Computing,   1991. "
956,Rule_Learning,"[Hir91]  S. Hiranandani, K. Kennedy, and C.-W. Tseng,   Compiler Support for Machine-Independent Parallel Programming in Fortran D,   Rice University, CRPC-TR91132,   1991. "
958,Rule_Learning,"[3]  Thomas Knight and Henry Wu.   A Method for Skew-free Distribution of Digital Signals Using Matched Variable Delay Lines.   Memo 1282,   MIT Artificial Intelligence Laboratory.   1992. "
959,Rule_Learning,"[Abrams et al., 1994]  Abrams, M., Batongbacal, A., Ribler, R., and Vazirani, D.   (1994).   Chitra94: A tool to dynamically characterize ensembles of traces for input data modeling and output analysis.   Technical Report TR 94-21,   Computer Sci. Dept., Vir-ginia Tech, Blacksburg,   VA 24061-0106.   Available from World Wide Web location http://info.cs.vt.edu/chitra. "
960,Rule_Learning,"[AABMSS96]  R. Agrawal, A. Arning, T. Bollinger, M. Mehta, J. Shafer, R. Srikant.   The Quest Data Mining System.   In Proc. 2nd International Conference on Knowledge Discovery in Databases and Data Mining (KDD),   Aug.   1996. "
973,Rule_Learning,"[G97]  O. Goldreich.   A sample of samplers | A computational perspective on sampling.   Elec tronic Colloquium on Computational Complexity TR97-020,   1997. "
981,Rule_Learning,"[HHS + 95]  Chris Holt, Mark Heinrich, Jaswinder Pal Singh, Edward Rothberg, and John Hen-nessy.   The effects of latency, occupancy, and bandwidth in distributed shared memory multiprocessors.   Technical Report CSL-TR-95-660,   Computer Systems Laboratory, Stanford University,   January   1995. "
982,Rule_Learning,"[30]  A. R. Lebeck and D. A. Wood.   Dynamic Self-Invalidation: Reduc ing Coherence Overhead in Shared-Memory Multiprocessors.   In Proceedings of the 22nd International Symposium on Computer Architecture,   June   1995. "
989,Rule_Learning,"[ArS]  Arora, S., Safra, S.:   Probabilistic checking of proofs.   In: Proc. 33rd FOCS, IEEE 1992,   pp. 2-13. "
995,Rule_Learning,"[CGH]  R. Canetti, O. Goldreich and S. Halevi.   The random oracle model, revisited.   Proceedings of the 30th Annual Symposium on the Theory of Computing, ACM,   1998. "
996,Rule_Learning,"[CHH]  R. Canetti, S. Halevi and A. Herzberg,   ""How to Maintain Authenticated Communication"",   16th PODC,   15-25,   1997. "
998,Rule_Learning,"[GoKa]  O. Goldreich and A. Kahan.   How to Construct Constant-Round Zero-Knowledge Proof Systems for NP.   Journal of Cryptology,   Vol. 9, No. 3,   1996,   pp. 167-190. "
